event_id,attack_cat_for_evaluation,true_label_for_evaluation,reconstruction_error,anomaly_threshold,predicted_anomaly,model_confidence,anomaly_magnitude,threat_score,severity
81877,Normal,0,0.096456334,0.031196122989058495,1,1.0,1.0,100.0,Critical
81875,Normal,0,0.3155316,0.031196122989058495,1,1.0,1.0,100.0,Critical
81874,Normal,0,0.2760988,0.031196122989058495,1,1.0,1.0,100.0,Critical
81871,Normal,0,0.17727776,0.031196122989058495,1,1.0,1.0,100.0,Critical
81870,Normal,0,2.4925416,0.031196122989058495,1,1.0,1.0,100.0,Critical
81868,Normal,0,0.080073155,0.031196122989058495,1,1.0,1.0,100.0,Critical
81866,Normal,0,0.31196547,0.031196122989058495,1,1.0,1.0,100.0,Critical
81862,Normal,0,0.46691683,0.031196122989058495,1,1.0,1.0,100.0,Critical
81860,Normal,0,0.43567637,0.031196122989058495,1,1.0,1.0,100.0,Critical
81858,Normal,0,0.7450381,0.031196122989058495,1,1.0,1.0,100.0,Critical
81855,Normal,0,0.1890147,0.031196122989058495,1,1.0,1.0,100.0,Critical
81853,Normal,0,0.15631418,0.031196122989058495,1,1.0,1.0,100.0,Critical
81852,Normal,0,0.1563143,0.031196122989058495,1,1.0,1.0,100.0,Critical
81783,Normal,0,0.071878485,0.031196122989058495,1,1.0,1.0,100.0,Critical
81772,Normal,0,0.23102202,0.031196122989058495,1,1.0,1.0,100.0,Critical
81727,Normal,0,0.0814148,0.031196122989058495,1,1.0,1.0,100.0,Critical
81715,Normal,0,0.1743089,0.031196122989058495,1,1.0,1.0,100.0,Critical
81845,Normal,0,1.6741014,0.031196122989058495,1,1.0,1.0,100.0,Critical
81844,Normal,0,0.06436835,0.031196122989058495,1,1.0,1.0,100.0,Critical
81842,Normal,0,0.15778153,0.031196122989058495,1,1.0,1.0,100.0,Critical
81832,Normal,0,0.380631,0.031196122989058495,1,1.0,1.0,100.0,Critical
81817,Normal,0,0.06574451,0.031196122989058495,1,1.0,1.0,100.0,Critical
81815,Normal,0,0.10215498,0.031196122989058495,1,1.0,1.0,100.0,Critical
81540,Normal,0,0.064544655,0.031196122989058495,1,1.0,1.0,100.0,Critical
18635,Generic,1,0.08195005,0.031196122989058495,1,1.0,1.0,100.0,Critical
18634,Generic,1,0.080659874,0.031196122989058495,1,1.0,1.0,100.0,Critical
18628,Generic,1,0.081950516,0.031196122989058495,1,1.0,1.0,100.0,Critical
18649,Generic,1,0.06699894,0.031196122989058495,1,1.0,1.0,100.0,Critical
81786,Normal,0,0.19182663,0.031196122989058495,1,1.0,1.0,100.0,Critical
81784,Normal,0,0.18650162,0.031196122989058495,1,1.0,1.0,100.0,Critical
11344,DoS,1,0.61084664,0.031196122989058495,1,1.0,1.0,100.0,Critical
11342,Shellcode,1,0.094028056,0.031196122989058495,1,1.0,1.0,100.0,Critical
11341,DoS,1,0.6108462,0.031196122989058495,1,1.0,1.0,100.0,Critical
11340,DoS,1,0.15438241,0.031196122989058495,1,1.0,1.0,100.0,Critical
11307,Exploits,1,0.092123844,0.031196122989058495,1,1.0,1.0,100.0,Critical
11306,Exploits,1,0.16378418,0.031196122989058495,1,1.0,1.0,100.0,Critical
11324,Exploits,1,0.070700556,0.031196122989058495,1,1.0,1.0,100.0,Critical
11320,DoS,1,0.51592475,0.031196122989058495,1,1.0,1.0,100.0,Critical
11314,Reconnaissance,1,0.092934474,0.031196122989058495,1,1.0,1.0,100.0,Critical
20128,Generic,1,0.087950826,0.031196122989058495,1,1.0,1.0,100.0,Critical
11397,Exploits,1,0.16469342,0.031196122989058495,1,1.0,1.0,100.0,Critical
20058,Generic,1,0.11867865,0.031196122989058495,1,1.0,1.0,100.0,Critical
81451,Normal,0,0.3235955,0.031196122989058495,1,1.0,1.0,100.0,Critical
81450,Normal,0,0.3229955,0.031196122989058495,1,1.0,1.0,100.0,Critical
81446,Normal,0,0.09804681,0.031196122989058495,1,1.0,1.0,100.0,Critical
81439,Normal,0,0.16810995,0.031196122989058495,1,1.0,1.0,100.0,Critical
81683,Normal,0,0.1839905,0.031196122989058495,1,1.0,1.0,100.0,Critical
81672,Normal,0,0.07447656,0.031196122989058495,1,1.0,1.0,100.0,Critical
81665,Normal,0,0.062492188,0.031196122989058495,1,1.0,1.0,100.0,Critical
81622,Normal,0,0.14083308,0.031196122989058495,1,1.0,1.0,100.0,Critical
139,Normal,0,0.30680656,0.031196122989058495,1,1.0,1.0,100.0,Critical
137,Normal,0,0.30680704,0.031196122989058495,1,1.0,1.0,100.0,Critical
136,Normal,0,0.3068071,0.031196122989058495,1,1.0,1.0,100.0,Critical
81593,Normal,0,0.073404565,0.031196122989058495,1,1.0,1.0,100.0,Critical
81573,Normal,0,0.12264077,0.031196122989058495,1,1.0,1.0,100.0,Critical
81559,Normal,0,0.10434123,0.031196122989058495,1,1.0,1.0,100.0,Critical
81386,Normal,0,0.07740489,0.031196122989058495,1,1.0,1.0,100.0,Critical
81385,Normal,0,0.10915662,0.031196122989058495,1,1.0,1.0,100.0,Critical
81382,Normal,0,0.08344796,0.031196122989058495,1,1.0,1.0,100.0,Critical
81509,Normal,0,0.17657384,0.031196122989058495,1,1.0,1.0,100.0,Critical
81508,Normal,0,0.0673729,0.031196122989058495,1,1.0,1.0,100.0,Critical
81495,Normal,0,0.08599588,0.031196122989058495,1,1.0,1.0,100.0,Critical
81481,Normal,0,0.27480665,0.031196122989058495,1,1.0,1.0,100.0,Critical
81480,Normal,0,0.2748065,0.031196122989058495,1,1.0,1.0,100.0,Critical
81466,Normal,0,0.14600058,0.031196122989058495,1,1.0,1.0,100.0,Critical
81452,Normal,0,0.15631883,0.031196122989058495,1,1.0,1.0,100.0,Critical
20056,Generic,1,0.09117533,0.031196122989058495,1,1.0,1.0,100.0,Critical
20054,Generic,1,0.08583689,0.031196122989058495,1,1.0,1.0,100.0,Critical
20050,Generic,1,0.085836984,0.031196122989058495,1,1.0,1.0,100.0,Critical
11287,DoS,1,0.08857214,0.031196122989058495,1,1.0,1.0,100.0,Critical
11286,Exploits,1,0.06924375,0.031196122989058495,1,1.0,1.0,100.0,Critical
11285,DoS,1,0.07512373,0.031196122989058495,1,1.0,1.0,100.0,Critical
11283,DoS,1,0.08350682,0.031196122989058495,1,1.0,1.0,100.0,Critical
20143,Generic,1,0.06510941,0.031196122989058495,1,1.0,1.0,100.0,Critical
20140,Generic,1,0.08680496,0.031196122989058495,1,1.0,1.0,100.0,Critical
81356,Normal,0,0.14533567,0.031196122989058495,1,1.0,1.0,100.0,Critical
81355,Normal,0,0.07343125,0.031196122989058495,1,1.0,1.0,100.0,Critical
18615,Generic,1,0.24150737,0.031196122989058495,1,1.0,1.0,100.0,Critical
18640,Generic,1,0.08065979,0.031196122989058495,1,1.0,1.0,100.0,Critical
81432,Normal,0,0.08746062,0.031196122989058495,1,1.0,1.0,100.0,Critical
81417,Normal,0,0.19482408,0.031196122989058495,1,1.0,1.0,100.0,Critical
81414,Normal,0,0.20800202,0.031196122989058495,1,1.0,1.0,100.0,Critical
81412,Normal,0,0.097711086,0.031196122989058495,1,1.0,1.0,100.0,Critical
81406,Normal,0,0.24128868,0.031196122989058495,1,1.0,1.0,100.0,Critical
81405,Normal,0,0.24128862,0.031196122989058495,1,1.0,1.0,100.0,Critical
20131,Generic,1,0.08628006,0.031196122989058495,1,1.0,1.0,100.0,Critical
20157,Generic,1,0.086804815,0.031196122989058495,1,1.0,1.0,100.0,Critical
20154,Generic,1,0.086804844,0.031196122989058495,1,1.0,1.0,100.0,Critical
20153,Generic,1,0.086804844,0.031196122989058495,1,1.0,1.0,100.0,Critical
20149,Generic,1,0.06510885,0.031196122989058495,1,1.0,1.0,100.0,Critical
20146,Generic,1,0.065109126,0.031196122989058495,1,1.0,1.0,100.0,Critical
11422,DoS,1,0.17798229,0.031196122989058495,1,1.0,1.0,100.0,Critical
18598,Generic,1,0.08291952,0.031196122989058495,1,1.0,1.0,100.0,Critical
18594,Generic,1,0.06597606,0.031196122989058495,1,1.0,1.0,100.0,Critical
18622,Generic,1,0.2415073,0.031196122989058495,1,1.0,1.0,100.0,Critical
81371,Normal,0,0.21790121,0.031196122989058495,1,1.0,1.0,100.0,Critical
81357,Normal,0,0.13869865,0.031196122989058495,1,1.0,1.0,100.0,Critical
11409,Reconnaissance,1,0.09470883,0.031196122989058495,1,1.0,1.0,100.0,Critical
11440,Exploits,1,0.18922266,0.031196122989058495,1,1.0,1.0,100.0,Critical
11439,DoS,1,0.09067329,0.031196122989058495,1,1.0,1.0,100.0,Critical
11250,Exploits,1,0.72931516,0.031196122989058495,1,1.0,1.0,100.0,Critical
20168,Generic,1,0.101021215,0.031196122989058495,1,1.0,1.0,100.0,Critical
20164,Generic,1,0.10102134,0.031196122989058495,1,1.0,1.0,100.0,Critical
18579,Generic,1,0.0690846,0.031196122989058495,1,1.0,1.0,100.0,Critical
18608,Generic,1,0.08066028,0.031196122989058495,1,1.0,1.0,100.0,Critical
81350,Normal,0,0.07979744,0.031196122989058495,1,1.0,1.0,100.0,Critical
81349,Normal,0,0.075507246,0.031196122989058495,1,1.0,1.0,100.0,Critical
81348,Normal,0,0.07578925,0.031196122989058495,1,1.0,1.0,100.0,Critical
81341,Normal,0,0.06267764,0.031196122989058495,1,1.0,1.0,100.0,Critical
81321,Normal,0,0.09210977,0.031196122989058495,1,1.0,1.0,100.0,Critical
18606,Generic,1,0.17487755,0.031196122989058495,1,1.0,1.0,100.0,Critical
20161,Generic,1,0.10102141,0.031196122989058495,1,1.0,1.0,100.0,Critical
20187,Generic,1,0.1559427,0.031196122989058495,1,1.0,1.0,100.0,Critical
20184,Generic,1,0.17895833,0.031196122989058495,1,1.0,1.0,100.0,Critical
20178,Generic,1,0.07719455,0.031196122989058495,1,1.0,1.0,100.0,Critical
11262,Exploits,1,0.092346966,0.031196122989058495,1,1.0,1.0,100.0,Critical
20042,Generic,1,0.118678965,0.031196122989058495,1,1.0,1.0,100.0,Critical
20038,Generic,1,0.09117548,0.031196122989058495,1,1.0,1.0,100.0,Critical
20035,Generic,1,0.09117553,0.031196122989058495,1,1.0,1.0,100.0,Critical
11452,Exploits,1,0.13977547,0.031196122989058495,1,1.0,1.0,100.0,Critical
11451,Exploits,1,0.13977553,0.031196122989058495,1,1.0,1.0,100.0,Critical
11450,Exploits,1,0.13977562,0.031196122989058495,1,1.0,1.0,100.0,Critical
11449,Exploits,1,0.13977571,0.031196122989058495,1,1.0,1.0,100.0,Critical
20203,Generic,1,0.06766104,0.031196122989058495,1,1.0,1.0,100.0,Critical
20199,Generic,1,0.06766139,0.031196122989058495,1,1.0,1.0,100.0,Critical
81238,Normal,0,0.067717604,0.031196122989058495,1,1.0,1.0,100.0,Critical
81237,Normal,0,0.067718275,0.031196122989058495,1,1.0,1.0,100.0,Critical
81177,Normal,0,0.1280952,0.031196122989058495,1,1.0,1.0,100.0,Critical
81176,Normal,0,0.12809518,0.031196122989058495,1,1.0,1.0,100.0,Critical
224,Normal,0,0.21545455,0.031196122989058495,1,1.0,1.0,100.0,Critical
221,Normal,0,0.21545497,0.031196122989058495,1,1.0,1.0,100.0,Critical
11240,Exploits,1,0.07142822,0.031196122989058495,1,1.0,1.0,100.0,Critical
20192,Generic,1,0.07719315,0.031196122989058495,1,1.0,1.0,100.0,Critical
11448,DoS,1,0.13977577,0.031196122989058495,1,1.0,1.0,100.0,Critical
11445,Exploits,1,1.1587292,0.031196122989058495,1,1.0,1.0,100.0,Critical
11444,Exploits,1,1.1587293,0.031196122989058495,1,1.0,1.0,100.0,Critical
20032,Generic,1,0.07544184,0.031196122989058495,1,1.0,1.0,100.0,Critical
20028,Generic,1,0.07544187,0.031196122989058495,1,1.0,1.0,100.0,Critical
20024,Generic,1,0.07544188,0.031196122989058495,1,1.0,1.0,100.0,Critical
18561,Generic,1,0.08360753,0.031196122989058495,1,1.0,1.0,100.0,Critical
18719,Generic,1,0.07087705,0.031196122989058495,1,1.0,1.0,100.0,Critical
18717,Generic,1,0.08194455,0.031196122989058495,1,1.0,1.0,100.0,Critical
18714,Generic,1,0.07545244,0.031196122989058495,1,1.0,1.0,100.0,Critical
18713,Generic,1,0.07087732,0.031196122989058495,1,1.0,1.0,100.0,Critical
18709,Generic,1,0.08194508,0.031196122989058495,1,1.0,1.0,100.0,Critical
18707,Generic,1,0.07694569,0.031196122989058495,1,1.0,1.0,100.0,Critical
213,Normal,0,0.10532935,0.031196122989058495,1,1.0,1.0,100.0,Critical
20208,Generic,1,0.15593955,0.031196122989058495,1,1.0,1.0,100.0,Critical
11462,Exploits,1,0.3040213,0.031196122989058495,1,1.0,1.0,100.0,Critical
11487,Exploits,1,0.18922256,0.031196122989058495,1,1.0,1.0,100.0,Critical
11486,DoS,1,0.18922251,0.031196122989058495,1,1.0,1.0,100.0,Critical
11485,DoS,1,0.18922248,0.031196122989058495,1,1.0,1.0,100.0,Critical
20235,Generic,1,0.09671778,0.031196122989058495,1,1.0,1.0,100.0,Critical
20234,Generic,1,0.08770715,0.031196122989058495,1,1.0,1.0,100.0,Critical
20233,Generic,1,0.17336294,0.031196122989058495,1,1.0,1.0,100.0,Critical
20231,Generic,1,0.08770718,0.031196122989058495,1,1.0,1.0,100.0,Critical
81138,Normal,0,0.3159694,0.031196122989058495,1,1.0,1.0,100.0,Critical
81137,Normal,0,0.3159694,0.031196122989058495,1,1.0,1.0,100.0,Critical
262,Exploits,1,0.18383376,0.031196122989058495,1,1.0,1.0,100.0,Critical
81136,Normal,0,0.31596935,0.031196122989058495,1,1.0,1.0,100.0,Critical
251,Exploits,1,0.1680441,0.031196122989058495,1,1.0,1.0,100.0,Critical
250,Exploits,1,0.16804434,0.031196122989058495,1,1.0,1.0,100.0,Critical
249,Exploits,1,0.1680446,0.031196122989058495,1,1.0,1.0,100.0,Critical
248,Analysis,1,0.16804487,0.031196122989058495,1,1.0,1.0,100.0,Critical
18563,Generic,1,0.06597797,0.031196122989058495,1,1.0,1.0,100.0,Critical
20230,Generic,1,0.17336357,0.031196122989058495,1,1.0,1.0,100.0,Critical
11208,DoS,1,4.8374834,0.031196122989058495,1,1.0,1.0,100.0,Critical
11207,Exploits,1,0.06463811,0.031196122989058495,1,1.0,1.0,100.0,Critical
11184,DoS,1,0.072537914,0.031196122989058495,1,1.0,1.0,100.0,Critical
11182,DoS,1,0.4981511,0.031196122989058495,1,1.0,1.0,100.0,Critical
20237,Generic,1,0.08770711,0.031196122989058495,1,1.0,1.0,100.0,Critical
20009,Generic,1,0.07544198,0.031196122989058495,1,1.0,1.0,100.0,Critical
18550,Generic,1,0.06712658,0.031196122989058495,1,1.0,1.0,100.0,Critical
18545,Generic,1,0.21024272,0.031196122989058495,1,1.0,1.0,100.0,Critical
18576,Generic,1,0.07233201,0.031196122989058495,1,1.0,1.0,100.0,Critical
18572,Generic,1,0.069085374,0.031196122989058495,1,1.0,1.0,100.0,Critical
18570,Generic,1,0.072332665,0.031196122989058495,1,1.0,1.0,100.0,Critical
81142,Normal,0,0.8503441,0.031196122989058495,1,1.0,1.0,100.0,Critical
81141,Normal,0,0.850344,0.031196122989058495,1,1.0,1.0,100.0,Critical
81140,Normal,0,0.8503439,0.031196122989058495,1,1.0,1.0,100.0,Critical
81139,Normal,0,0.8503439,0.031196122989058495,1,1.0,1.0,100.0,Critical
20007,Generic,1,0.118679695,0.031196122989058495,1,1.0,1.0,100.0,Critical
20004,Generic,1,0.08298386,0.031196122989058495,1,1.0,1.0,100.0,Critical
20001,Generic,1,0.08298388,0.031196122989058495,1,1.0,1.0,100.0,Critical
11499,Exploits,1,0.083457045,0.031196122989058495,1,1.0,1.0,100.0,Critical
11495,DoS,1,0.6500585,0.031196122989058495,1,1.0,1.0,100.0,Critical
11494,DoS,1,0.17798026,0.031196122989058495,1,1.0,1.0,100.0,Critical
19997,Generic,1,0.08298392,0.031196122989058495,1,1.0,1.0,100.0,Critical
11158,Reconnaissance,1,0.13979825,0.031196122989058495,1,1.0,1.0,100.0,Critical
20255,Generic,1,0.09671468,0.031196122989058495,1,1.0,1.0,100.0,Critical
81066,Normal,0,0.3175997,0.031196122989058495,1,1.0,1.0,100.0,Critical
81065,Normal,0,0.31759953,0.031196122989058495,1,1.0,1.0,100.0,Critical
81132,Normal,0,0.31275162,0.031196122989058495,1,1.0,1.0,100.0,Critical
81131,Normal,0,0.3127515,0.031196122989058495,1,1.0,1.0,100.0,Critical
81130,Normal,0,0.31275135,0.031196122989058495,1,1.0,1.0,100.0,Critical
81129,Normal,0,0.29495424,0.031196122989058495,1,1.0,1.0,100.0,Critical
81128,Normal,0,0.29495415,0.031196122989058495,1,1.0,1.0,100.0,Critical
81127,Normal,0,0.29495397,0.031196122989058495,1,1.0,1.0,100.0,Critical
81117,Normal,0,0.32112342,0.031196122989058495,1,1.0,1.0,100.0,Critical
81116,Normal,0,0.32112336,0.031196122989058495,1,1.0,1.0,100.0,Critical
81115,Normal,0,0.32112324,0.031196122989058495,1,1.0,1.0,100.0,Critical
80998,Normal,0,0.10346409,0.031196122989058495,1,1.0,1.0,100.0,Critical
81082,Normal,0,0.14609626,0.031196122989058495,1,1.0,1.0,100.0,Critical
81081,Normal,0,0.1460961,0.031196122989058495,1,1.0,1.0,100.0,Critical
81074,Normal,0,0.28775835,0.031196122989058495,1,1.0,1.0,100.0,Critical
81073,Normal,0,0.2877583,0.031196122989058495,1,1.0,1.0,100.0,Critical
303,Exploits,1,0.38034597,0.031196122989058495,1,1.0,1.0,100.0,Critical
81072,Normal,0,0.2877581,0.031196122989058495,1,1.0,1.0,100.0,Critical
81067,Normal,0,0.31759986,0.031196122989058495,1,1.0,1.0,100.0,Critical
20245,Generic,1,0.08770701,0.031196122989058495,1,1.0,1.0,100.0,Critical
20241,Generic,1,0.08770707,0.031196122989058495,1,1.0,1.0,100.0,Critical
20267,Generic,1,0.076269865,0.031196122989058495,1,1.0,1.0,100.0,Critical
20263,Generic,1,0.07626987,0.031196122989058495,1,1.0,1.0,100.0,Critical
20258,Generic,1,0.076269865,0.031196122989058495,1,1.0,1.0,100.0,Critical
11162,Exploits,1,0.13979793,0.031196122989058495,1,1.0,1.0,100.0,Critical
326,Fuzzers,1,0.09285746,0.031196122989058495,1,1.0,1.0,100.0,Critical
81062,Normal,0,1.1853596,0.031196122989058495,1,1.0,1.0,100.0,Critical
81061,Normal,0,1.1853592,0.031196122989058495,1,1.0,1.0,100.0,Critical
81060,Normal,0,1.1853591,0.031196122989058495,1,1.0,1.0,100.0,Critical
81059,Normal,0,1.1853591,0.031196122989058495,1,1.0,1.0,100.0,Critical
81047,Normal,0,1.7497295,0.031196122989058495,1,1.0,1.0,100.0,Critical
81046,Normal,0,1.7473474,0.031196122989058495,1,1.0,1.0,100.0,Critical
81007,Normal,0,0.06779137,0.031196122989058495,1,1.0,1.0,100.0,Critical
81002,Normal,0,0.06779115,0.031196122989058495,1,1.0,1.0,100.0,Critical
11160,DoS,1,0.13979812,0.031196122989058495,1,1.0,1.0,100.0,Critical
11159,Exploits,1,0.13979816,0.031196122989058495,1,1.0,1.0,100.0,Critical
11518,Exploits,1,0.06856355,0.031196122989058495,1,1.0,1.0,100.0,Critical
11511,DoS,1,0.17797978,0.031196122989058495,1,1.0,1.0,100.0,Critical
11509,DoS,1,0.15438424,0.031196122989058495,1,1.0,1.0,100.0,Critical
11508,DoS,1,0.16920307,0.031196122989058495,1,1.0,1.0,100.0,Critical
11507,DoS,1,0.13977127,0.031196122989058495,1,1.0,1.0,100.0,Critical
19984,Generic,1,0.08628324,0.031196122989058495,1,1.0,1.0,100.0,Critical
11136,Exploits,1,0.11179618,0.031196122989058495,1,1.0,1.0,100.0,Critical
11128,Exploits,1,0.096659996,0.031196122989058495,1,1.0,1.0,100.0,Critical
18532,Generic,1,0.21024406,0.031196122989058495,1,1.0,1.0,100.0,Critical
18557,Generic,1,0.06597835,0.031196122989058495,1,1.0,1.0,100.0,Critical
18552,Generic,1,0.21024197,0.031196122989058495,1,1.0,1.0,100.0,Critical
11126,Exploits,1,1.1587228,0.031196122989058495,1,1.0,1.0,100.0,Critical
11124,Exploits,1,1.1587224,0.031196122989058495,1,1.0,1.0,100.0,Critical
11139,Exploits,1,0.11179655,0.031196122989058495,1,1.0,1.0,100.0,Critical
20272,Generic,1,0.0918363,0.031196122989058495,1,1.0,1.0,100.0,Critical
11109,Exploits,1,0.18922386,0.031196122989058495,1,1.0,1.0,100.0,Critical
19977,Generic,1,0.08628341,0.031196122989058495,1,1.0,1.0,100.0,Critical
19974,Generic,1,0.086283475,0.031196122989058495,1,1.0,1.0,100.0,Critical
19971,Generic,1,0.082876116,0.031196122989058495,1,1.0,1.0,100.0,Critical
11551,Exploits,1,0.12677795,0.031196122989058495,1,1.0,1.0,100.0,Critical
19968,Generic,1,0.08287621,0.031196122989058495,1,1.0,1.0,100.0,Critical
20298,Generic,1,0.06314796,0.031196122989058495,1,1.0,1.0,100.0,Critical
20294,Generic,1,0.091836296,0.031196122989058495,1,1.0,1.0,100.0,Critical
20290,Generic,1,0.091836296,0.031196122989058495,1,1.0,1.0,100.0,Critical
80953,Normal,0,0.5406367,0.031196122989058495,1,1.0,1.0,100.0,Critical
80952,Normal,0,0.5406366,0.031196122989058495,1,1.0,1.0,100.0,Critical
80949,Normal,0,0.54063636,0.031196122989058495,1,1.0,1.0,100.0,Critical
80946,Normal,0,1.5316707,0.031196122989058495,1,1.0,1.0,100.0,Critical
80945,Normal,0,1.5316703,0.031196122989058495,1,1.0,1.0,100.0,Critical
80944,Normal,0,1.5415244,0.031196122989058495,1,1.0,1.0,100.0,Critical
80943,Normal,0,1.541524,0.031196122989058495,1,1.0,1.0,100.0,Critical
80925,Normal,0,0.32266715,0.031196122989058495,1,1.0,1.0,100.0,Critical
80923,Normal,0,0.32266697,0.031196122989058495,1,1.0,1.0,100.0,Critical
18536,Generic,1,0.06908938,0.031196122989058495,1,1.0,1.0,100.0,Critical
11119,Exploits,1,0.06250759,0.031196122989058495,1,1.0,1.0,100.0,Critical
19957,Generic,1,0.087952234,0.031196122989058495,1,1.0,1.0,100.0,Critical
19953,Generic,1,0.087952256,0.031196122989058495,1,1.0,1.0,100.0,Critical
11567,Exploits,1,0.07057611,0.031196122989058495,1,1.0,1.0,100.0,Critical
11566,Reconnaissance,1,0.070576265,0.031196122989058495,1,1.0,1.0,100.0,Critical
80922,Normal,0,0.32432336,0.031196122989058495,1,1.0,1.0,100.0,Critical
80879,Normal,0,0.10705141,0.031196122989058495,1,1.0,1.0,100.0,Critical
80869,Normal,0,0.13083565,0.031196122989058495,1,1.0,1.0,100.0,Critical
80866,Normal,0,0.13083564,0.031196122989058495,1,1.0,1.0,100.0,Critical
11562,Exploits,1,0.10628406,0.031196122989058495,1,1.0,1.0,100.0,Critical
11561,Exploits,1,0.16468537,0.031196122989058495,1,1.0,1.0,100.0,Critical
19950,Generic,1,0.08795229,0.031196122989058495,1,1.0,1.0,100.0,Critical
19947,Generic,1,0.083589844,0.031196122989058495,1,1.0,1.0,100.0,Critical
19946,Generic,1,0.08795232,0.031196122989058495,1,1.0,1.0,100.0,Critical
19944,Generic,1,0.0835899,0.031196122989058495,1,1.0,1.0,100.0,Critical
11071,Exploits,1,0.0639494,0.031196122989058495,1,1.0,1.0,100.0,Critical
11082,Exploits,1,0.189224,0.031196122989058495,1,1.0,1.0,100.0,Critical
11080,Exploits,1,0.189224,0.031196122989058495,1,1.0,1.0,100.0,Critical
11078,Exploits,1,0.18922403,0.031196122989058495,1,1.0,1.0,100.0,Critical
19943,Generic,1,0.08795235,0.031196122989058495,1,1.0,1.0,100.0,Critical
18514,Generic,1,0.09565619,0.031196122989058495,1,1.0,1.0,100.0,Critical
18544,Generic,1,0.06712694,0.031196122989058495,1,1.0,1.0,100.0,Critical
18538,Generic,1,0.21024342,0.031196122989058495,1,1.0,1.0,100.0,Critical
